replicate,flux_median_ratio,active_area_median_ratio,diversity_ratio,saturation_fraction,generic_distance_ratio,flux_median_ratio_pass,active_area_median_ratio_pass,diversity_ratio_pass,saturation_fraction_pass,generic_distance_ratio_pass,joint_gate_pass
944,1.7065947403284487,1.289402905432283,1.1361956528882318,0.0006356239310937499,9.717441390708261,True,True,True,True,False,False
945,1.4005661244850198,1.0567010702524546,1.0389678183921989,0.000694751737625,7.004594113173494,True,True,True,True,True,True
946,1.2626445996443703,0.9912740115672758,1.0119523989366852,0.0005874633782656249,6.10072808934281,True,True,True,True,True,True
947,1.5704368004923954,1.1257142916883156,1.0741907831502318,0.00068044662365625,8.377047418586724,True,True,True,True,False,False
948,1.7817050887827623,1.3048098402230128,1.1221336933774386,0.000629425046703125,8.670360459951507,True,True,True,True,False,False
949,1.4438817822386327,1.092734193935063,1.0415371282453336,0.000649929047359375,6.863217179407262,True,True,True,True,True,True
950,1.4075065132662679,1.1003552592479895,1.0183909898197814,0.0006070137032031251,7.836267231957232,True,True,True,True,True,True
951,1.5086698745454252,1.1229582128476279,1.0698111803360237,0.0006966590848437499,8.16916147475145,True,True,True,True,False,False
952,1.4624048886037344,1.0827306040689204,1.0400122061241406,0.00061893463028125,7.665621660565489,True,True,True,True,True,True
953,1.4081540606297265,1.0077653162622324,1.1003199073684924,0.000663280487390625,7.18594257365025,True,True,True,True,True,True
954,1.3763739389873657,1.1967742194058966,1.0369635659919065,0.00061798095596875,6.828832535380497,True,True,True,True,True,True
955,1.5204503419302866,1.2133333491451936,1.087950448621719,0.0006523132316718749,8.309361356188731,True,True,True,True,False,False
956,1.5300016400519427,1.2696025938459161,1.088773564349991,0.00064611434871875,7.8169283423908515,True,True,True,True,True,True
957,1.5616011489571937,1.217347993882871,1.1239605852129655,0.0006790161120625,9.448318100076342,True,True,True,True,False,False
958,1.534221800662482,1.161750702867356,1.1319574870865488,0.000620841980203125,8.340802625035854,True,True,True,True,False,False
959,1.2601269730007638,0.9890925162461803,1.0117681045533085,0.000654697418125,6.0954544596670335,True,True,True,True,True,True
960,1.345630162835203,0.9933109925539108,0.9943166876921179,0.0006008148175937499,5.874720280549882,True,True,True,True,True,True
961,1.2435348655296623,0.9682337420115421,1.0170373319333263,0.0006251335156718749,6.091828827822631,True,True,True,True,True,True
962,1.263775120251851,0.9302736417294852,1.0203723455643954,0.0006294250465625,6.504660114845681,True,True,True,True,True,True
963,1.5525394109132868,1.2166324447407546,1.0956100453065054,0.000727653500609375,8.917530666318157,True,True,True,True,False,False
964,1.4995539048203266,1.0714286137535538,1.1116432519944706,0.000717639925171875,7.810944178989443,True,True,True,True,True,True
965,1.7178962324465388,1.3229572127600853,1.1341080802909145,0.0006904602052968749,9.6318830019299,True,True,True,True,False,False
966,1.3826206031302646,1.0479098087366197,1.0139981612535527,0.0005283355710781249,6.89741422354351,True,True,True,True,True,True
967,1.4637556120529613,1.0993589422597925,1.1090333670344394,0.000664711000984375,6.971174168750228,True,True,True,True,True,True
968,1.650490526603149,1.2493410773140847,1.0847972543230349,0.000650882719125,8.811419411384641,True,True,True,True,False,False
969,1.67772921476457,1.2723358540120342,1.1144069983985678,0.00066328048584375,9.423328784546877,True,True,True,True,False,False
970,1.5253353526328546,1.27207394963841,1.074505460038034,0.000672817230578125,7.707999569802236,True,True,True,True,True,True
971,1.5796435923505723,1.2028571542702151,1.1124903892172022,0.0006575584400625,9.051201452767781,True,True,True,True,False,False
972,1.6645419900656673,1.3035190445581537,1.1139794938007075,0.0007114410409531249,10.351297017288937,True,True,True,True,False,False
973,1.3758564443117243,1.0090389872162713,1.0383013102858967,0.00056219101034375,7.1436150226284045,True,True,True,True,True,True
974,1.661410764907952,1.1443746920632747,1.0933534515380205,0.000689029692515625,7.368420272613437,True,True,True,True,True,True
975,1.45309724658534,1.0744101184130506,1.0785841393041535,0.0006370544440625001,7.09088114585543,True,True,True,True,True,True
976,1.6128436503435726,1.323687049791205,1.0947787382746252,0.00064706802521875,8.618723894531408,True,True,True,True,False,False
977,1.7318420174844793,1.422580622713562,1.1437294960367328,0.00069761276375,11.915987460563244,True,True,True,True,False,False
978,1.4308551602456943,1.1576086891410895,1.1264536921943824,0.0006585121135312499,8.824067895744507,True,True,True,True,False,False
979,1.4614188568965496,1.202150549758076,1.0407193284869884,0.0005774497971093749,8.294973063493888,True,True,True,True,False,False
980,1.5217059987069623,1.114063183096636,1.0717002564902218,0.00071954726865625,8.506220096458467,True,True,True,True,False,False
981,1.683490496470608,1.3082302367117848,1.1223187700377568,0.0007286071747968749,10.321221318379775,True,True,True,True,False,False
982,1.7766185790059055,1.3606377304987434,1.126141277651183,0.000669956204796875,9.192421341860786,True,True,True,True,False,False
983,1.2867411388765544,0.9318996100050101,1.0475926468893457,0.000657558440796875,6.153830867742074,True,True,True,True,True,True
984,1.4475667219615325,1.0879120554316317,1.0876591400812414,0.0007176399230156249,7.857132544780678,True,True,True,True,True,True
985,1.6002013753689488,1.2127329292625029,1.0812586808193292,0.000607013703328125,7.691970126387361,True,True,True,True,True,True
986,1.4740840556516044,1.0796812896370958,1.0800553144819247,0.000645160673578125,9.157130101726562,True,True,True,True,False,False
987,1.276943895705691,0.9529837694697034,0.9839015177667331,0.0005888938917499999,6.289415686247413,True,True,True,True,True,True
988,1.5072628917645974,1.0915395199230533,1.0708726866178135,0.000649452206890625,7.601533612117534,True,True,True,True,True,True
989,1.5641092448901373,1.126623345831579,1.151858910060322,0.000730037690671875,8.901105625715383,True,True,True,True,False,False
990,1.3883918568329998,1.0340570564961342,1.054443740734602,0.00067520141728125,6.775793267647399,True,True,True,True,True,True
991,1.7289232064765536,1.249045803973195,1.1203495962106562,0.0007739067079531249,10.326694612750746,True,True,True,True,False,False
992,1.5087224911518713,1.0990950212322925,1.058888080132525,0.000622272489484375,7.353850374951061,True,True,True,True,True,True
993,1.2352454329819555,1.0229479400915333,1.0013716308351825,0.0006074905408906249,6.489987975789938,True,True,True,True,True,True
994,1.465778218843321,1.0947757575431636,1.0957686487906753,0.0006923675517187499,7.75555181976883,True,True,True,True,True,True
995,1.7485764487246178,1.3447205527276478,1.184026852549589,0.0007658004761406249,10.792611475354605,True,True,True,True,False,False
996,1.5235136921370644,1.1703139850922752,1.0849921750492595,0.000720500945578125,7.269995867278546,True,True,True,True,True,True
997,1.539698844192589,1.090676897053098,1.108284451480471,0.0007543563825625,8.98156519388988,True,True,True,True,False,False
998,1.4449009953661283,1.2130390247704887,1.0822057366841638,0.0006027221681406251,8.347412491647047,True,True,True,True,False,False
999,1.5485558427885044,1.1997929611892544,1.0653584490819956,0.000600337982171875,7.518971098431524,True,True,True,True,True,True
1000,1.4331850782952635,1.1011450289787308,1.0931486311131098,0.00064849853234375,6.886316796452583,True,True,True,True,True,True
1001,2.0419795328920123,1.4170354275009795,1.2752102230290765,0.0007324218764999999,14.374791457138997,False,True,True,True,False,False
1002,1.585431072649385,1.1891892084707414,1.0425926396930814,0.00056409835825,7.6859799343079995,True,True,True,True,True,True
1003,1.362070688673715,0.9334402300644691,1.019511797841795,0.0006732940683125,5.584875463576455,True,True,True,True,True,True
1004,1.4818836647740863,1.1178957064916886,1.019870547565889,0.0007181167602499999,7.075433205018301,True,True,True,True,True,True
1005,1.5484903799627667,1.130600565436985,1.0497674827533947,0.0006761550879843749,8.890860433184411,True,True,True,True,False,False
1006,1.45924600824913,1.0873161788235295,1.05673141774525,0.0006561279280156249,6.751846451987805,True,True,True,True,True,True
1007,1.5340839621427933,1.180458657269906,1.1074777864365175,0.0006690025326093749,9.031495092976709,True,True,True,True,False,False
1008,1.4152506837431083,0.971157981216389,1.0133714780931837,0.0006489753687812499,5.961371119873318,True,True,True,True,True,True
1009,1.4405940642017843,1.035806730207937,1.0483546338882495,0.000607013701859375,8.165998010930496,True,True,True,True,False,False
1010,1.362211958645386,0.9724072242370957,1.0066630645180044,0.000621318816890625,7.8343554945688245,True,True,True,True,True,True
1011,1.3374649810349002,0.9611066505112807,1.0401978088050783,0.0005888938906875,7.0117014032551985,True,True,True,True,True,True
1012,1.2701767574882492,0.8943921116976996,0.9893831690929402,0.000655651091953125,6.40866172650102,True,True,True,True,True,True
1013,1.3958621424620645,1.0992578564925777,1.095510695837218,0.00065803527971875,8.037794786112757,True,True,True,True,False,False
1014,1.4314768336604637,1.0733031254888326,1.071853317109504,0.0006814002995625,7.690845742450856,True,True,True,True,True,True
1015,1.5394466888586023,1.092165888527342,1.129223890372383,0.0007047653174687501,7.920032794450267,True,True,True,True,True,True
1016,1.3282776615921164,1.1141141520369624,1.0396189464079857,0.000548839569,6.356542201986521,True,True,True,True,True,True
1017,1.650528580800187,1.1727447745336652,1.097101668403224,0.000654697415515625,8.517692194775803,True,True,True,True,False,False
1018,1.6262193325134033,1.229813682030992,1.0799897886830916,0.000680446622578125,8.24773513427685,True,True,True,True,False,False
1019,1.7685819170315846,1.3841749185537793,1.1402265426900857,0.0007882118205625,10.632807124824687,True,True,True,True,False,False
1020,1.478079976921971,1.1146526896027076,1.059489186384487,0.000608921050171875,7.033432541169282,True,True,True,True,True,True
1021,1.3669947139969902,1.011986270264591,1.0455113285389668,0.000673294067015625,6.439740926199412,True,True,True,True,True,True
1022,1.3137088546907485,0.9404659157243793,1.0125682225936035,0.000598907468390625,7.751675175903803,True,True,True,True,True,True
1023,1.7056261807022168,1.2194193148596468,1.0791202190562201,0.0007295608487499999,8.154968507509304,True,True,True,True,False,False
1024,1.5164572429140928,1.1573499201831208,1.0173405826145763,0.0006027221667656249,7.382549966227869,True,True,True,True,True,True
1025,1.7039100066350912,1.2795699006187076,1.17743837837467,0.0007238388067343749,9.481503838827665,True,True,True,True,False,False
1026,1.608643291287218,1.1299121426003347,1.1047417280048382,0.0007433891274999999,8.24732258022868,True,True,True,True,False,False
1027,1.2776847281431223,0.9249753340332519,0.9942099860291218,0.0005769729597343749,5.840149262765797,True,True,True,True,True,True
1028,1.3222272288691008,1.1639771120720366,1.06938763525675,0.0005431175214375,7.103682489405417,True,True,True,True,True,True
1029,1.5290265357576107,1.2176591361608304,1.063938133868626,0.000660419461421875,8.361841578093667,True,True,True,True,False,False
1030,1.3234509876674363,1.010962809272794,1.0858315160256486,0.0006141662605468751,7.082835328680748,True,True,True,True,True,True
1031,1.422602042461264,1.1121635521819797,1.0781927227506987,0.000609397886671875,7.053472225782769,True,True,True,True,True,True
1032,1.6853360803275932,1.3124352524260843,1.1736165161062555,0.000770568845859375,12.331195728934588,True,True,True,True,False,False
1033,1.4141398800997373,1.1314285705815077,1.0275499620856645,0.000654220579734375,7.314022781449889,True,True,True,True,True,True
1034,1.4496354698952036,1.1400289765002254,1.0585452465093474,0.0006203651430312499,7.928369242418235,True,True,True,True,True,True
1035,1.6332965981753589,1.2376963450847158,1.0841776593059786,0.000702857969109375,9.153355612422619,True,True,True,True,False,False
1036,1.6573242366462857,1.22371135236054,1.139957202230223,0.000747680662171875,9.809177410747498,True,True,True,True,False,False
1037,1.6391791176264567,1.2627817268912729,1.091406455152715,0.0005388259871875,8.435612266813617,True,True,True,True,False,False
1038,1.8996317087287458,1.3816254174542821,1.1767182387869692,0.000652313232203125,11.406789777367543,True,True,True,True,False,False
1039,1.313153639302461,1.005579349466627,1.0581478704231846,0.0006771087654218749,6.914034313120899,True,True,True,True,True,True
1040,1.4363532505702534,1.1080559258552949,1.0486268405136843,0.0006155967689062499,7.337831559755626,True,True,True,True,True,True
1041,1.3508372492214071,1.0298973713834787,1.0584005142155455,0.000674724579484375,7.264603901355155,True,True,True,True,True,True
1042,1.4235724928231417,1.0203230928238387,1.0839950724767697,0.0006055831924218749,7.308411295928417,True,True,True,True,True,True
1043,1.6874187197821073,1.2774193596692336,1.152515744029887,0.00075817108025,10.106982248974475,True,True,True,True,False,False
1044,1.388073096596693,1.1074856486688471,1.031030929662063,0.0006437301632499999,6.408026147355676,True,True,True,True,True,True
1045,1.4489977072533895,1.1096710360601558,1.0789200875386433,0.000619888304078125,8.119888413022768,True,True,True,True,False,False
1046,1.3118163094042392,0.8934707787692632,1.0277261617630211,0.000667572020828125,6.962806525189855,True,True,True,True,True,True
1047,1.2637071812798295,1.027360991589209,1.0352314216947,0.000649929045078125,7.18843642995707,True,True,True,True,True,True
1048,1.4736498588713767,1.1549364647540203,1.1286087507362503,0.000726222992953125,7.939810656062421,True,True,True,True,True,True
1049,1.5246958062592915,1.161750702867356,1.1136808459592547,0.000723838804203125,8.221946070186993,True,True,True,True,False,False
1050,1.5552944566242692,1.1689059968744608,1.090444212160275,0.000693798065125,8.441602788281646,True,True,True,True,False,False
1051,1.2739391208305442,0.9807855980866399,0.9956617980594913,0.0006675720224999999,6.479331401415934,True,True,True,True,True,True
1052,1.4585333876659246,1.111611614894975,1.0646544103640798,0.0006132125830781251,8.092465772437846,True,True,True,True,False,False
1053,1.5150929217323905,1.034786628042173,1.0777963863485085,0.000670433043171875,7.925866427294673,True,True,True,True,True,True
1054,1.5277698537073556,1.1011450289787308,1.1729010100503081,0.0007276535037343749,8.901026194369026,True,True,True,True,False,False
1055,1.5873038425600436,1.1539589501523606,1.058286649580963,0.0006427764890625,8.644015854874475,True,True,True,True,False,False
1056,1.4925902347489128,1.00811270316824,1.0628891287339668,0.000732898709703125,7.260374432958896,True,True,True,True,True,True
1057,1.2990071238889727,0.9334728349845984,0.9933854081470096,0.0006570816036562499,6.727677456887251,True,True,True,True,True,True
1058,1.4841813663765444,1.1728271844774611,1.07975121979875,0.000721454618625,8.07043541408461,True,True,True,True,False,False
1059,1.7590040432370468,1.3435953979532231,1.1876372383532403,0.0007691383348124999,12.510253086329588,True,True,True,True,False,False
1060,1.4931045785866073,1.150372207896002,1.0763284504021962,0.000622749326828125,7.9273117307791345,True,True,True,True,True,True
1061,1.4924176036535814,1.109132392779534,1.093721793223199,0.000685214995828125,7.3392038623923375,True,True,True,True,True,True
1062,1.3100610030115745,1.0132762323451874,0.9890206288783873,0.000618934631328125,6.496734960871736,True,True,True,True,True,True
1063,1.7324590404605005,1.2679900998031988,1.1750141239879117,0.000740051269640625,10.775067257822496,True,True,True,True,False,False
1064,1.5459413681692558,1.1555661092833054,1.1014435353582017,0.000595569613140625,7.920885139965743,True,True,True,True,True,True
1065,1.429818204128174,1.0198446994706483,1.0845518121956195,0.0006747245765468749,7.015281953896456,True,True,True,True,True,True
1066,1.4888862116474093,1.1276190487187447,1.0902890632668103,0.0006465911868437501,6.70756075680303,True,True,True,True,True,True
1067,1.7756810800405147,1.2920686161226993,1.170259589267389,0.0007414817806875001,9.816787995728767,True,True,True,True,False,False
1068,1.3883162642850706,1.0978260924871726,1.0422511719038388,0.000636577604609375,6.5599203635646495,True,True,True,True,True,True
1069,1.5003583524849384,1.0906487945159373,1.0759739270805027,0.0006303787232499999,7.724406398976494,True,True,True,True,True,True
1070,1.5467920371113273,1.1247779757018006,1.0816185796663007,0.0007324218725624999,8.464800498345275,True,True,True,True,False,False
1071,1.6302577463459624,1.1929490195959664,1.0864048983214454,0.00071859359459375,8.812677663318814,True,True,True,True,False,False
1072,1.2609960950864683,0.9299362649013889,1.0169771563974277,0.00057077407728125,6.516507509017431,True,True,True,True,True,True
1073,1.4250990559755812,1.0567056815775866,1.0454533669030834,0.0006594657891562499,6.934279612208108,True,True,True,True,True,True
1074,1.4074178010202643,1.0210934234594875,1.0508648035571202,0.000658512112390625,7.13513078229555,True,True,True,True,True,True
1075,1.5123121528427337,1.1895288002756765,1.170135177925339,0.000694751740484375,9.11596639496535,True,True,True,True,False,False
1076,1.5772718896416218,1.224637703282024,1.0896921460184732,0.00065660476734375,8.295810336212474,True,True,True,True,False,False
1077,1.7218161088995874,1.256068552464796,1.127200167303186,0.0008049011208281251,9.915235818614397,True,True,True,True,False,False
1078,1.3720651756735887,0.9599236652558707,1.0773775408884227,0.0006146430950781248,7.67178689549279,True,True,True,True,True,True
1079,1.4637556120529613,1.072398150461458,1.1187160697204783,0.000659465790828125,7.351017973006799,True,True,True,True,True,True
1080,1.6024271149228735,1.2461140080230668,1.145097710117912,0.0007090568532343749,9.509693488348788,True,True,True,True,False,False
1081,1.3063476605165594,0.9858962315907359,0.9956503341538896,0.0005474090558125,6.67349907016659,True,True,True,True,True,True
1082,1.3823446036722078,1.030977333636347,1.0474959725381863,0.000721931457953125,7.3188636988616285,True,True,True,True,True,True
1083,1.5772718896416218,1.08162214452027,1.0649385028128906,0.000628471370609375,8.174590310789128,True,True,True,True,False,False
1084,1.34664161887142,1.0452509052527075,1.033181110872863,0.00066900253509375,6.6472707976453504,True,True,True,True,True,True
1085,1.3786746119530402,1.0016941930239898,1.0506087728765423,0.000648021697203125,6.997047674495797,True,True,True,True,True,True
1086,1.6672021272163184,1.221649493503837,1.0923713075120922,0.0007505416866562501,9.533920551384272,True,True,True,True,False,False
1087,1.4987222804902778,1.094520520940865,1.108673778424947,0.0007104873654374999,7.69502333313853,True,True,True,True,True,True
1088,1.3661596981048825,1.0739228987538652,1.019137035558451,0.000643730161390625,7.409263664024644,True,True,True,True,True,True
1089,1.3692675782414552,1.0303030327296425,1.050026302491604,0.000589370726328125,7.861578845963136,True,True,True,True,True,True
1090,1.3429050066314498,1.0191972231607203,1.0299091007545236,0.0006332397444999999,6.865418625634924,True,True,True,True,True,True
1091,1.4353197793188184,1.005579349466627,1.1076832203523548,0.0006422996520156249,6.899089973124728,True,True,True,True,True,True
1092,1.4860025255854408,1.1385702146969257,1.1042983316959443,0.0007123947155156249,7.9179306507434655,True,True,True,True,True,True
1093,1.437492990495476,1.1194818190266047,1.0594377869226461,0.00065231323165625,7.000515053463253,True,True,True,True,True,True
1094,1.6574964834032693,1.2323651561944184,1.1316876278718375,0.00071907043334375,8.912615147818302,True,True,True,True,False,False
1095,1.6215953301538875,1.159235626059593,1.1272475226168988,0.000696182251078125,9.929587761477155,True,True,True,True,False,False
1096,1.5076642159065652,1.0947757575431636,1.139123670932128,0.000738620756875,7.801788131759277,True,True,True,True,True,True
1097,1.4241308418865934,1.1240946069908382,1.05957421726642,0.0006361007680312499,7.0703081499185165,True,True,True,True,True,True
1098,1.525760782704273,1.0783858492702432,1.1333202565273923,0.000663757322453125,8.851353711440485,True,True,True,True,False,False
1099,1.7115468801830709,1.275565124548382,1.1763958893378332,0.000679016113890625,10.137302146868793,True,True,True,True,False,False
1100,1.3856501288575436,0.9665305657883103,1.0228566597889568,0.0006585121150937501,5.963215413883124,True,True,True,True,True,True
1101,1.4025414903873483,1.0482846191540618,1.0482157784330686,0.000697135924984375,5.64367475939461,True,True,True,True,True,True
1102,1.4860306661064642,1.094222244229373,1.0900756331347146,0.0007176399201874999,7.765160253885082,True,True,True,True,True,True
1103,1.6007159684593804,1.324435338222449,1.1231741097962833,0.000749111175046875,9.657315648166719,True,True,True,True,False,False
1104,1.4623952104412348,1.1146616364502233,1.0380501137232534,0.000668525695734375,7.372538227606592,True,True,True,True,True,True
1105,1.585955475410451,1.2690246690712923,1.0863292668262496,0.0006728172296875,8.032255372468603,True,True,True,True,False,False
1106,1.6007159684593804,1.210867427463636,1.0844735448177005,0.0007057189910624999,9.20499881247032,True,True,True,True,False,False
1107,1.659872764733655,1.1871945186791615,1.0951903209055416,0.000741481778046875,9.627883112992834,True,True,True,True,False,False
1108,1.4499331549836312,1.0660831467421596,1.1458667439242307,0.0007162094115468749,8.568916210095702,True,True,True,True,False,False
1109,1.4719794372318324,1.2022821518582667,1.1039702956907786,0.00064563751028125,7.871070888965446,True,True,True,True,True,True
1110,1.806719550744096,1.292993629354646,1.141242638711902,0.0006690025329531249,10.415556828622623,True,True,True,True,False,False
1111,1.4526775912307262,1.0426666671521183,1.0342956759327295,0.0006937980619531251,8.376423433085987,True,True,True,True,False,False
1112,1.5797408259801782,1.2356262864762257,1.0881569227532848,0.000609874724140625,9.639633434262644,True,True,True,True,False,False
1113,1.5330328930641557,1.158714731165834,1.1048506901288215,0.0007467269883593749,8.564196802374683,True,True,True,True,False,False
1114,1.5433492792316656,1.1818182115775142,1.1394494624270948,0.0007348060591874999,8.453718267966972,True,True,True,True,False,False
1115,1.5350102549751181,1.2449864182855812,1.1369213511982221,0.000617504120703125,8.271810096102792,True,True,True,True,False,False
1116,1.458900058885354,1.0670365021955734,1.0514653071340068,0.0006599426250625,6.486191996336215,True,True,True,True,True,True
1117,1.446657429628903,1.0791010958752922,1.0757764276217645,0.0007271766657656249,7.385703710100312,True,True,True,True,True,True
1118,1.5277698537073556,1.2065217451135934,1.1578970240589934,0.000722408290125,8.710433001561656,True,True,True,True,False,False
1119,1.509646582042923,1.099009930046217,1.092786352025963,0.00070190429603125,8.109131724172341,True,True,True,True,False,False
1120,1.3092742548320557,1.0302222180149727,1.0351558875874658,0.000632286069546875,6.145105892678159,True,True,True,True,True,True
1121,1.732736718621997,1.3406698691821455,1.1539195125953388,0.000747203827828125,11.282482101765748,True,True,True,True,False,False
1122,1.4359681934439088,1.0446735670896667,1.0369342680942628,0.000679016110046875,7.699863675372548,True,True,True,True,True,True
1123,1.5890032092068145,1.2304928125544907,1.1545200372749704,0.000672817227921875,8.472669075542761,True,True,True,True,False,False
1124,1.6320609675539162,1.2462365467319687,1.0930809754775535,0.000627994535921875,8.62878023946041,True,True,True,True,False,False
1125,1.3769027744048095,1.1002421539382754,1.061724998306706,0.0006170272820312499,6.681593142518117,True,True,True,True,True,True
1126,1.2526232674343163,0.8806616916264013,1.035974682153759,0.0006213188175625,5.827426165732459,True,True,True,True,True,True
1127,1.5427130023913616,1.200107602074678,1.086015695945938,0.0005912780769687499,7.93750606946734,True,True,True,True,True,True
1128,1.4401358889235418,0.9064748108160036,1.018416129524658,0.0005922317467187499,6.7283332723081255,True,True,True,True,True,True
1129,1.3057529202666838,0.9501704131461651,1.0424176884249394,0.00061750411884375,6.330952089756915,True,True,True,True,True,True
1130,1.4152947503974336,1.085205965325366,1.0698592362891532,0.0006933212285312499,7.368402597084496,True,True,True,True,True,True
1131,1.5780875397027634,1.2103194112728828,1.0505816033887732,0.000677108762375,9.367394050616095,True,True,True,True,False,False
1132,1.7106304399096472,1.3476856938579929,1.1446344707575562,0.00074148177990625,9.89460694893995,True,True,True,True,False,False
1133,1.5393298086929514,1.1079749208525072,1.1112147782787847,0.000826835631265625,8.258407469223108,True,True,True,True,False,False
1134,1.3601439853184092,1.0229479400915333,1.054950044385671,0.0005970001208593749,6.3517417145188775,True,True,True,True,True,True
1135,1.7174974988317657,1.3311475346431174,1.132628565203677,0.0007028579687187501,10.313805620880125,True,True,True,True,False,False
1136,1.5855668815278006,1.2001819086062064,1.0929716307885669,0.0007300376889687499,9.858025090379904,True,True,True,True,False,False
1137,1.50787810058609,1.1080437532183134,1.1093440569774513,0.000698566435140625,7.814138964386684,True,True,True,True,True,True
1138,1.2929226791346724,0.9767025097498748,1.01618141852864,0.000635147093421875,6.39643842963423,True,True,True,True,True,True
1139,1.3024154146973121,1.0257777848977383,1.0526810995536602,0.000663757323203125,7.708621643739157,True,True,True,True,True,True
1140,1.6210942001034305,1.1824526701673652,1.1181213080784707,0.0006599426266562501,9.290179746929802,True,True,True,True,False,False
1141,1.6236917516256895,1.1756601661123194,1.1192772708581402,0.000611305239609375,8.12391531774797,True,True,True,True,False,False
1142,1.6110421380521636,1.2065217451135934,1.0522135473072975,0.0006480216972500001,8.019723383654327,True,True,True,True,False,False
1143,1.4383238551166322,1.0801594544897022,1.0461481822827954,0.0007038116468281251,6.974856775886421,True,True,True,True,True,True
1144,1.5342280772479062,1.12654613280705,1.1188161823576326,0.00072336197084375,8.095279359507384,True,True,True,True,False,False
1145,1.5532340933778748,1.1906158277927894,1.0567894574601826,0.0006361007689375,8.824583738680106,True,True,True,True,False,False
1146,1.558614375348061,1.1703455404621137,1.14646610901139,0.00079631805246875,9.204098428907702,True,True,True,True,False,False
1147,1.5125134629367738,1.1899383837120028,1.1677747975756672,0.00067853927428125,9.55128891359617,True,True,True,True,False,False
1148,1.5705874825001716,1.1771712284466445,1.1092986115673642,0.0007543563840937499,7.599346665131688,True,True,True,True,True,True
1149,1.4461817406554618,1.1679960358232986,1.078292006727651,0.000739574432046875,7.444796237500808,True,True,True,True,True,True
1150,1.853473181158424,1.3480976743186428,1.140817113203045,0.0006899833653125,10.870622797259085,True,True,True,True,False,False
1151,1.664148726041489,1.165076334744129,1.1261591607364758,0.0007262229888906249,9.172921268422229,True,True,True,True,False,False
1152,1.5615960925589518,1.1622137310301264,1.1196012764613346,0.00071287154890625,9.063617656131335,True,True,True,True,False,False
1153,1.4499871050309387,1.0893828933949512,1.090976049557844,0.0006747245779531251,7.857091687459766,True,True,True,True,True,True
1154,1.6526541147052687,1.1582278940426232,1.1161800823239687,0.0007843971256875,9.129779642447726,True,True,True,True,False,False
1155,1.3528983142966304,1.0165631557416253,1.0671383735083857,0.000668525695140625,7.093774945424616,True,True,True,True,True,True
1156,1.6800328168226382,1.2899729040608103,1.132624172903634,0.00065708160403125,10.021814896749763,True,True,True,True,False,False
1157,1.307813829210704,0.9978705683475898,1.0199460299617962,0.0007061958306875,6.024602798440399,True,True,True,True,True,True
1158,1.418424774584498,1.0444064591854425,1.0626502552135912,0.000690937041875,6.712472020053424,True,True,True,True,True,True
1159,1.5277698537073556,1.2185567178868235,1.084729446330549,0.000717639921640625,8.660964987481645,True,True,True,True,False,False
1160,1.4881424652314392,1.204968931457891,1.102357828835546,0.000696182249953125,9.05644208139139,True,True,True,True,False,False
1161,1.4253764515202134,0.9855334903195146,0.9775348751783137,0.000591754910765625,7.159971089586062,True,True,True,True,True,True
1162,1.426317137988641,1.084585659969182,1.0857870176685218,0.0007514953616249999,7.970572714787095,True,True,True,True,True,True
1163,1.4163708961622212,1.0281631046158357,1.0996686057888574,0.000708103180515625,8.114890042914706,True,True,True,True,False,False
1164,1.6771867492392116,1.1402838327677962,1.115128911225122,0.0007033348075625,9.562207849767105,True,True,True,True,False,False
1165,1.4930711210768624,1.1389814317579032,1.1097799252641922,0.0006294250482187499,8.091848229513811,True,True,True,True,False,False
1166,1.5135892435145888,1.1450648058275426,1.1019529959577425,0.0006427764889218751,8.772824853029695,True,True,True,True,False,False
1167,1.4454284847846413,1.052397865330679,1.0922398274504663,0.0006284713733593749,8.129247150443593,True,True,True,True,False,False
1168,1.3687296569881577,1.0184628543980876,1.0296944563016759,0.00072526931575,6.363858207902527,True,True,True,True,True,True
1169,1.6033685203210757,1.1020407882558032,1.1969464454519871,0.000735759735703125,9.679455090850482,True,True,True,True,False,False
1170,1.385964372795852,1.0705882004067087,1.0531246318616359,0.000703811645421875,7.097051513591368,True,True,True,True,True,True
1171,1.4192247028890344,1.0905367943773814,1.0509206229686188,0.00064134597575,6.838089421423734,True,True,True,True,True,True
1172,1.5594564345175637,1.1770949300856277,1.0787898145131145,0.00059080124159375,8.01764482164182,True,True,True,True,False,False
1173,1.4373195484113708,1.0840000116508444,1.0534956565003442,0.00063657760428125,6.456074250851998,True,True,True,True,True,True
1174,1.3638862514475418,1.0187746879115123,1.00362067752991,0.00063276291009375,6.504873307537384,True,True,True,True,True,True
1175,1.394705077982101,0.9911986812047088,1.0334933282726384,0.00067806243625,6.580388191497791,True,True,True,True,True,True
1176,1.7358393483860952,1.2626479983125714,1.0942320484961072,0.00068378448271875,9.522322330528127,True,True,True,True,False,False
1177,1.532625780148847,1.1422454653656118,1.0850683163494528,0.00068283081028125,8.505105287043635,True,True,True,True,False,False
1178,1.4374044861468827,1.1193548267754425,1.0347294844475339,0.000669002530578125,6.276097657282333,True,True,True,True,True,True
1179,1.3960769623538105,1.029264178974644,1.0576950217981864,0.0006461143494531249,6.422577146442073,True,True,True,True,True,True
1180,1.4841561954790594,1.0787213441808754,1.033539706606622,0.0006608963015625,7.007162668052771,True,True,True,True,True,True
