control,generic_core_distance,generic_core_ratio_to_real_p90,hard_geometry_distance,hard_pil_distance,parent_pairwise_generic_change,parent_pairwise_geometry_change,parent_pairwise_pil_change,parent_field_mae_gauss,parent_saturation_fraction
BASE,0.468935489654541,7.680905810925166,0.5422608852386475,2.5184578895568848,0.0,0.0,0.0,0.0,0.00067138671875
pil_blur,0.5904676914215088,9.6715365380943,1099.2076416015625,10.929874420166016,0.10049635171890259,0.16912411153316498,52.785560607910156,19.48138427734375,0.0004658699035644531
geometry_flip,0.468935489654541,7.680905810925166,0.6498138904571533,2.518458843231201,2.987993186209792e-09,0.2984466254711151,1.8924474716186523e-06,85.8896255493164,0.00067138671875
block_shuffle,0.468935489654541,7.680905810925166,0.6981964111328125,3.4782052040100098,1.979060471057892e-09,0.35107117891311646,7.33901834487915,89.7596435546875,0.00067138671875
