sample_id,region_group_id,latitude_deg,unsigned_flux_proxy,signed_flux_imbalance,rms_field,field_energy_proxy,gradient_rms,high_gradient_fraction,positive_components,negative_components,strong_component_count,strong_centroid_separation,spectral_centroid,spectral_high_fraction,spectral_potential_proxy
H5526_20150504T145925Z,RG00913,-15.741471,40.179695,0.10540609,132.8632,17652.63,38.886967,0.0377197265625,99.0,37.0,136.0,82.27923172928283,0.04983086083650178,0.113004066,105416.57894517005
H8195_20220504T125923Z,RG01481,-15.204632,28.39229,0.043539975,140.97182,19873.053,41.17578,0.03424072265625,21.0,37.0,58.0,53.99887239212587,0.05182320307390135,0.12318024,91938.0726133093
H8_20100504T155926Z,RG00004,40.917763,6.388291,0.21379785,39.454613,1556.6665,16.093655,0.00579833984375,16.0,18.0,34.0,30.804102039085898,0.08634291609498676,0.23229076,3694.3169141335648
H3894_20140329T165925Z,RG00722,8.513509,25.835606,0.23741207,91.03534,8287.434,30.706963,0.0233154296875,41.0,58.0,99.0,67.96128287955527,0.06742086985082159,0.18708445,35252.15417235881
H8088_20220329T215923Z,RG01463,14.474674,46.401844,0.2535066,164.076,26920.936,43.94765,0.0482177734375,55.0,55.0,110.0,84.54571435537244,0.04378979167186067,0.078909844,144689.56136390637
H3856_20140319T165925Z,RG00717,-12.99256,17.909914,0.138602,53.06474,2815.8665,21.515537,0.00787353515625,75.0,87.0,162.0,56.16781718148539,0.0969402104676624,0.32470018,8354.186988407835
H2790_20130602T145925Z,RG00543,-24.497013,41.928642,0.06862265,127.03856,16138.796,39.58702,0.03985595703125,101.0,113.0,214.0,47.83665122244545,0.06025534730009346,0.14849176,67766.59740259757
H1028_20111106T075926Z,RG00229,19.480783,86.73557,0.00740397,218.15492,47591.57,53.680843,0.07928466796875,82.0,92.0,174.0,96.83151514072883,0.039066573175469146,0.07918586,358114.82946008584
H8064_20220315T215923Z,RG01455,24.058781,44.025963,0.028253986,121.13712,14674.202,37.62502,0.0389404296875,80.0,80.0,160.0,122.32169214270587,0.057908956924753854,0.14924051,94272.38111307786
H5354_20150324T225925Z,RG00895,-8.508972,33.967354,0.032428127,133.45795,17811.023,34.92771,0.02960205078125,32.0,93.0,125.0,8.063637627431172,0.0439815799514704,0.08664175,86040.85162178347
H6063_20151104T045924Z,RG01005,6.577145,62.45491,0.034948003,183.68858,33741.496,56.047127,0.08160400390625,85.0,63.0,148.0,107.71755288824643,0.055688853452505314,0.13378774,203269.67323705653
H3311_20131028T115925Z,RG00629,-8.946926,26.429047,0.043005243,116.86437,13657.281,33.365124,0.029052734375,37.0,32.0,69.0,48.48153646937193,0.04884649450393782,0.100840144,59168.395939069276
H3721_20140213T025925Z,RG00695,-12.262449,54.711845,0.0043348623,172.04999,29601.197,56.59156,0.076416015625,55.0,96.0,151.0,64.83008261842842,0.06358543566685715,0.16243479,118768.0529120159
H5107_20150129T035925Z,RG00863,-10.5619,52.0567,0.07136959,167.36212,28010.078,45.96699,0.0555419921875,58.0,80.0,138.0,97.56578561621389,0.04784387352361697,0.11366697,152096.52632266388
H1464_20120317T025926Z,RG00295,-22.71743,10.579776,0.16403572,56.32755,3172.7927,20.584524,0.01123046875,19.0,25.0,44.0,72.96983185655542,0.07543371920507899,0.20996058,12149.714773587964
H1997_20120830T075925Z,RG00385,-12.173906,3.2084196,0.100048564,35.286304,1245.1233,13.229748,0.00372314453125,9.0,7.0,16.0,33.92594555875155,0.07498418946771937,0.1746967,2759.2625677603105
H5127_20150203T165925Z,RG00870,7.305403,44.18777,0.033181198,119.2326,14216.412,42.880222,0.04827880859375,95.0,84.0,179.0,124.11550900834732,0.07796736904669423,0.24100834,71587.50968891499
H8086_20220328T015923Z,RG01462,-19.62484,12.517532,0.038665883,54.695484,2991.596,20.62144,0.0111083984375,23.0,41.0,64.0,71.02049233183654,0.08563598444469678,0.25480688,10605.295055316703
H8043_20220302T155923Z,RG01450,17.290939,15.011474,0.044919718,55.95307,3130.746,20.654041,0.00909423828125,50.0,39.0,89.0,58.62962220585529,0.07936374347857497,0.23200516,10577.781329990332
H892_20110926T105926Z,RG00201,13.299255,58.52893,0.14446029,179.95004,32382.016,48.32294,0.05377197265625,111.0,61.0,172.0,75.40932909785549,0.04224746464759702,0.08781728,202766.05382578535
H2748_20130520T065925Z,RG00536,11.410146,24.45211,0.100093484,94.689384,8966.08,33.90594,0.02996826171875,41.0,58.0,99.0,24.494903846191857,0.0720658928275083,0.18821055,32107.503915769503
H4396_20140801T165925Z,RG00789,-9.651323,44.857372,0.01976017,118.84798,14124.842,38.668873,0.03857421875,76.0,157.0,233.0,45.072814883266304,0.06024053062535489,0.15514405,74050.41464597282
H753_20110802T125926Z,RG00172,17.38192,37.81924,0.030092143,162.2556,26326.879,38.979156,0.03936767578125,46.0,42.0,88.0,51.375941794240475,0.038785133744168254,0.07249512,134912.0175419911
H3563_20140106T125925Z,RG00673,-10.337757,115.91467,0.050550252,284.7367,81074.99,62.44411,0.109375,94.0,125.0,219.0,96.5535442215226,0.03260671389861721,0.06748591,664565.610229321
H3311_20131028T095925Z,RG00629,-8.920187,26.874771,0.03630278,118.90352,14138.047,33.517246,0.02960205078125,46.0,30.0,76.0,47.92958475933956,0.04736419499210337,0.09162377,61217.948584609854
H7115_20170904T035923Z,RG01197,-9.022095,39.021946,0.13549902,162.04874,26259.791,47.451187,0.049560546875,42.0,71.0,113.0,20.387128467243794,0.05001738643415985,0.10251774,120579.42442261045
H4344_20140710T165925Z,RG00780,8.372991,23.739738,0.027601503,76.22687,5810.535,27.65398,0.01751708984375,58.0,78.0,136.0,100.4412808279046,0.07815134392346186,0.23377663,23143.477177797435
H6063_20151103T225924Z,RG01005,6.629727,62.874893,0.021530014,185.46266,34396.4,56.287888,0.07952880859375,84.0,61.0,145.0,107.26826510829332,0.05506690809536415,0.1343672,208716.55247651527
H8195_20220503T135923Z,RG01481,-15.252881,15.3991375,0.03021684,91.916595,8448.661,31.266891,0.01953125,30.0,37.0,67.0,48.60066399570144,0.06952898973265442,0.18829758,27486.10271825206
H3056_20130817T165925Z,RG00583,-6.206887,25.624409,0.13599177,112.90357,12747.217,30.990772,0.024169921875,16.0,62.0,78.0,48.54280299182761,0.04818964583599659,0.09981903,54205.11097969791
H211_20101016T185926Z,RG00047,-19.722998,23.358063,0.10212406,78.57127,6173.4453,28.921381,0.02093505859375,69.0,69.0,138.0,80.93583199059229,0.07930587854586658,0.21910337,20465.764765069704
H5298_20150313T215925Z,RG00886,-17.383766,46.734077,0.16268769,153.46353,23551.057,48.237778,0.04803466796875,85.0,86.0,171.0,55.689565163630164,0.056396612224609344,0.11906306,105540.4019666954
H3321_20131103T045925Z,RG00631,-15.388956,46.89933,0.06443915,142.90596,20422.113,42.67964,0.0455322265625,87.0,96.0,183.0,78.85941465645894,0.0550411202957409,0.13038746,96714.85634955433
H1558_20120418T115926Z,RG00313,-26.907101,16.516659,0.3206409,77.10836,5945.6987,26.984516,0.01446533203125,49.0,37.0,86.0,28.327648502391387,0.07126698537239333,0.18922743,20007.10374741923
H2546_20130314T225925Z,RG00492,10.339163,34.46395,0.075889215,120.089905,14421.586,31.28691,0.02593994140625,81.0,92.0,173.0,93.9499861670882,0.046150965107484,0.104395725,74699.94369242921
H3836_20140311T145925Z,RG00712,-18.633478,31.194157,0.02010213,120.80197,14593.117,36.822735,0.03448486328125,62.0,32.0,94.0,66.62768608024624,0.05367872672957572,0.114450514,66049.9949414516
H7745_20210922T205923Z,RG01376,-28.708155,24.176216,0.29833353,86.45938,7475.2246,26.632874,0.01678466796875,49.0,61.0,110.0,40.59170159342172,0.05617660042028971,0.1402804,37734.18476247802
H1464_20120317T195926Z,RG00295,-22.161758,14.714361,0.24842729,78.649414,6185.7305,26.195803,0.0172119140625,27.0,34.0,61.0,48.007367288011345,0.0615933322807135,0.14329307,24966.985507000532
H1806_20120701T185925Z,RG00353,16.845947,30.627575,0.30876455,98.383064,9679.228,35.455605,0.0321044921875,70.0,87.0,157.0,69.85734082786317,0.0762441867551979,0.2271684,38278.523654878794
H3263_20131014T215925Z,RG00616,-20.782515,28.527855,0.12945168,100.900085,10180.827,35.834557,0.02972412109375,63.0,90.0,153.0,60.202660699036606,0.0735627517977497,0.18805452,32975.41342368
H7807_20211101T185923Z,RG01392,17.665047,25.575768,0.05524371,101.38277,10278.466,33.15776,0.0281982421875,39.0,29.0,68.0,70.88657242911312,0.06318490159339421,0.15588687,48337.30507034305
H3740_20140215T095925Z,RG00697,-11.143563,42.76325,0.18195333,135.25435,18293.74,39.604816,0.04351806640625,102.0,69.0,171.0,78.32221409245052,0.053358410002561425,0.13572133,106013.38435354899
H1449_20120310T165926Z,RG00292,17.903288,58.822426,0.07325653,177.74068,31591.75,45.701443,0.05755615234375,67.0,42.0,109.0,68.83178760903454,0.04275281389489032,0.08920218,162866.94928482108
H3364_20131116T085925Z,RG00640,-14.205182,42.293438,0.11721459,141.23955,19948.61,42.99856,0.04803466796875,64.0,58.0,122.0,31.946813692114635,0.05559729870890721,0.12921706,76813.20366998321
H211_20101016T105926Z,RG00047,-19.734167,23.58752,0.12197827,81.39324,6624.8594,29.229189,0.021240234375,67.0,83.0,150.0,80.668199249284,0.07648183343268217,0.21128048,22937.061790591048
H8064_20220314T025923Z,RG01455,23.78933,47.366783,0.046108283,138.73978,19248.727,41.104904,0.04541015625,70.0,72.0,142.0,116.76098218013871,0.05063164306457351,0.11642504,127472.98999322987
H7590_20210522T225923Z,RG01335,20.469975,25.512875,0.08434217,100.99326,10199.639,29.806604,0.02191162109375,57.0,62.0,119.0,80.20581163276835,0.05617988372673196,0.14763002,49750.15880120626
H2635_20130410T115925Z,RG00513,10.075255,37.24976,0.14721392,118.28876,13992.23,37.11043,0.03631591796875,93.0,104.0,197.0,42.02479678339758,0.05818075727890883,0.1361189,62015.8438357
H7570_20210419T195923Z,RG01328,-24.607342,14.977505,0.037380997,74.55137,5557.9062,24.800337,0.01470947265625,19.0,40.0,59.0,61.073710040517184,0.061569995727375225,0.12972234,21956.885083862646
H4941_20141218T035925Z,RG00837,-10.07039,49.32839,0.1050393,186.911,34935.72,44.823147,0.0533447265625,48.0,38.0,86.0,67.63641798887261,0.03863397691301913,0.069707476,189743.84747640122
H384_20110219T075926Z,RG00091,13.82562,41.74659,0.0011740433,145.56168,21188.203,46.468273,0.05059814453125,80.0,63.0,143.0,66.13357822594924,0.060621607644310155,0.1483886,88480.85344206914
H3580_20140106T035925Z,RG00675,8.917527,14.40131,0.0062988433,88.687355,7865.4463,27.766426,0.01727294921875,15.0,27.0,42.0,48.101240131074704,0.05613255704432051,0.12583083,30351.90783280813
H377_20110216T085926Z,RG00090,-20.130785,37.756638,0.0008387575,147.29936,21697.102,41.480175,0.04217529296875,47.0,50.0,97.0,61.94432551872767,0.04776974461545372,0.08760152,96693.47520752157
H4920_20141213T115925Z,RG00834,-12.014407,42.602978,0.4058989,116.01625,13459.77,33.558018,0.02587890625,143.0,62.0,205.0,78.0078271198727,0.05514687325667273,0.1324626,60884.38413121701
H4920_20141216T045925Z,RG00834,-15.406514,43.753563,0.17612348,112.1054,12567.621,38.959873,0.03955078125,72.0,168.0,240.0,106.64248319939908,0.07616315433137154,0.22288264,54458.93100249213
H1603_20120426T155926Z,RG00322,11.242619,23.162312,0.09813907,101.90425,10384.477,32.579094,0.0255126953125,61.0,40.0,101.0,66.82481487961374,0.06177408426716771,0.14264578,36444.345209191524
H8195_20220505T125923Z,RG01481,-15.177093,34.888374,0.08754701,158.83725,25229.27,43.369904,0.03900146484375,43.0,31.0,74.0,61.01398713182602,0.04558176142924705,0.09711824,134478.28099392928
H4639_20141008T095925Z,RG00794,-18.35972,15.80108,0.41177097,47.534813,2259.5586,18.95835,0.0054931640625,33.0,81.0,114.0,76.93831800890875,0.09698949292896564,0.32311866,8318.992710902114
H1724_20120607T125926Z,RG00344,-17.721539,20.976326,0.09695013,104.7528,10973.148,27.16144,0.01947021484375,30.0,52.0,82.0,66.10340575928969,0.04372063072044524,0.09214122,55662.74498383488
H2887_20130628T025925Z,RG00554,-16.309212,27.181002,0.059213124,90.36871,8166.505,32.073307,0.02899169921875,70.0,65.0,135.0,97.82718009031532,0.07503384259988898,0.22499175,41625.10062088416
H3295_20131026T005925Z,RG00626,-12.547197,49.11113,0.0981827,163.4158,26704.725,40.35749,0.045166015625,44.0,87.0,131.0,54.06897130017164,0.03896564112734144,0.08330903,174359.85049187552
H1722_20120607T145926Z,RG00343,13.429072,49.745,0.37647638,121.80558,14836.599,43.395344,0.051513671875,78.0,135.0,213.0,59.76170015566854,0.07810049460324034,0.2400194,72145.42835844419
H211_20101016T035926Z,RG00047,-19.854559,23.691616,0.11736458,82.06365,6734.4424,29.306618,0.0206298828125,71.0,70.0,141.0,84.44322754338917,0.0748641589795215,0.20361204,25284.143183782016
H667_20110620T165926Z,RG00150,16.73262,45.26421,0.015608359,139.66962,19507.602,39.16539,0.040771484375,84.0,87.0,171.0,106.42596851253168,0.051727040918294935,0.13379095,118453.89406511857
H2920_20130707T095925Z,RG00558,-11.354671,67.08253,0.0768991,191.23077,36569.21,56.138027,0.0802001953125,58.0,101.0,159.0,48.50788684921138,0.05090468986944973,0.12554532,240555.52614850274
H4225_20140614T235925Z,RG00765,-18.435965,30.531631,0.28109297,88.7735,7880.7334,30.309416,0.0211181640625,103.0,84.0,187.0,45.53047688174135,0.07011840135552072,0.19132867,27956.351335680647
H833_20110905T015926Z,RG00188,14.616612,43.33729,0.087814756,142.7627,20381.188,44.80356,0.05206298828125,60.0,57.0,117.0,69.79089254784982,0.05922050774692215,0.15969414,107617.27406597746
H393_20110305T205926Z,RG00093,24.588879,60.400764,0.031025775,169.09534,28593.232,43.158108,0.05035400390625,76.0,85.0,161.0,37.05846194342961,0.04236263951112438,0.08908785,169358.47163138937
H3719_20140211T115925Z,RG00694,5.028625,16.10254,0.050696112,79.49812,6319.9517,25.688503,0.01776123046875,28.0,33.0,61.0,58.15624243943313,0.06578623428091006,0.17043833,25131.25380160977
H3686_20140204T005925Z,RG00690,-12.074512,104.89723,0.18135488,274.77505,75501.33,68.21358,0.105224609375,109.0,121.0,230.0,27.403644296970594,0.041845918555752155,0.085424766,381569.0188690265
H5673_20150617T005925Z,RG00938,-20.492672,47.88472,0.021825248,150.01788,22505.363,41.15843,0.04571533203125,76.0,56.0,132.0,107.79159452173789,0.049760432078280334,0.1283891,147197.34948157702
H1834_20120714T035925Z,RG00356,-16.784271,102.319565,0.054417524,237.9217,56606.74,57.280403,0.09259033203125,103.0,165.0,268.0,19.209129406780207,0.038027671232951483,0.079493806,357202.76536648907
H384_20110217T075926Z,RG00091,12.113185,26.713202,0.06576621,110.10643,12123.426,33.079395,0.0291748046875,64.0,27.0,91.0,70.21736330629754,0.05528904589949808,0.1236562,54033.3073244799
H1724_20120605T195926Z,RG00344,-17.857851,21.442139,0.05311803,103.94096,10803.725,27.755535,0.02227783203125,36.0,46.0,82.0,61.18504134242303,0.046277952584788104,0.1040875,52684.54304067632
H1321_20120118T215926Z,RG00270,21.990948,79.97716,0.026554842,194.45319,37812.04,47.8248,0.06268310546875,133.0,103.0,236.0,68.67571823604487,0.03909573226622277,0.07838896,243265.57498434058
H2362_20130112T005925Z,RG00459,19.519989,43.244484,0.03953233,125.70927,15802.82,38.20688,0.04229736328125,54.0,52.0,106.0,113.4522754299894,0.05738434102500512,0.15724683,105493.65046107248
H5107_20150126T085925Z,RG00863,-10.354802,44.491447,0.09386359,145.49467,21168.7,39.27269,0.04193115234375,83.0,93.0,176.0,120.42739743973438,0.04452729318441297,0.097909875,129537.20369059115
H3580_20140106T195925Z,RG00675,8.897436,19.196718,0.0029062356,108.77346,11831.666,29.154625,0.0211181640625,20.0,27.0,47.0,51.90666673284619,0.046159016465325574,0.09659298,52837.96686049187
H4197_20140610T225925Z,RG00760,-15.235659,83.82606,0.27725226,204.39557,41777.55,51.590088,0.075927734375,152.0,77.0,229.0,60.23413494402403,0.04135860120691381,0.09228816,264542.23726910434
H5415_20150408T075925Z,RG00902,-15.528978,27.721128,0.01690389,95.923744,9201.364,34.408737,0.0274658203125,89.0,63.0,152.0,33.574955957287436,0.07788501566438684,0.22261606,29953.972767729094
H2790_20130603T065925Z,RG00543,-25.09705,42.526257,0.06274192,126.60842,16029.691,40.271263,0.0439453125,81.0,114.0,195.0,45.39978720956866,0.061535130011964374,0.14807738,64505.59046254525
H5526_20150504T235925Z,RG00913,-15.729498,41.451912,0.113949195,138.39561,19153.346,42.115513,0.04217529296875,115.0,36.0,151.0,82.61587545517729,0.053823522544083194,0.13208088,110902.74968343103
H3721_20140210T035925Z,RG00695,-12.037323,37.23961,0.12203904,125.51285,15753.475,39.342087,0.0406494140625,60.0,83.0,143.0,66.364045597863,0.060417048727066235,0.14791183,63410.52694053083
H4781_20141108T155925Z,RG00814,15.569116,47.601402,0.11777573,145.26982,21103.32,47.303562,0.0506591796875,53.0,93.0,146.0,65.79314070272741,0.06164624268255913,0.14812501,97613.63538954609
H3686_20140201T015925Z,RG00690,-12.65842,92.35011,0.12035279,241.13213,58144.703,62.69158,0.0889892578125,133.0,99.0,232.0,30.627489127253813,0.042272158732407715,0.07840531,268936.01603668986
H3056_20130817T015925Z,RG00583,-6.391053,25.943798,0.11547103,115.93717,13441.428,31.520025,0.02508544921875,16.0,75.0,91.0,50.347883147808865,0.04727027423947855,0.093295075,58684.21588571466
H5673_20150617T235925Z,RG00938,-20.543289,49.218,0.06122321,148.62668,22089.89,43.05649,0.05462646484375,85.0,85.0,170.0,109.21833812508751,0.05483967091418036,0.15018599,140404.136532081
H1209_20111224T115926Z,RG00253,-22.357626,7.0698996,0.1393858,38.64767,1493.6423,14.6914,0.005615234375,15.0,25.0,40.0,77.9770876228789,0.09176941882273822,0.29877493,5002.422128661734
H2227_20121127T005925Z,RG00433,-13.347602,30.962555,0.121602386,125.0899,15647.481,36.413216,0.0361328125,52.0,33.0,85.0,50.105873408984024,0.05167553308641853,0.12159211,77256.1912212679
H5526_20150505T165925Z,RG00913,-15.785709,43.95868,0.126659,142.53682,20316.746,43.894634,0.04779052734375,107.0,45.0,152.0,85.22619092469239,0.056549230598031824,0.14443639,118310.39098083004
H7770_20211008T215923Z,RG01385,17.081131,26.546415,0.11304564,133.54102,17833.203,31.234589,0.02606201171875,35.0,56.0,91.0,51.259528544358446,0.038907646808910665,0.06885696,86918.75660605115
H3535_20131230T225925Z,RG00670,-16.525108,42.375984,0.061686117,141.19934,19937.254,44.44436,0.0504150390625,57.0,55.0,112.0,88.06792685955668,0.05647028009255068,0.13766116,112058.44896568886
H3344_20131108T005925Z,RG00637,-18.075758,11.21402,0.25403818,70.76047,5007.0435,23.952118,0.0130615234375,24.0,16.0,40.0,34.40341640575245,0.06422704989441574,0.1473052,15492.504809846418
H3740_20140216T085925Z,RG00697,-11.093713,43.742455,0.20280501,137.751,18975.338,43.544132,0.04754638671875,105.0,76.0,181.0,75.81098689895063,0.06130658585728444,0.16845581,101879.51133075538
H1907_20120810T205925Z,RG00366,-23.125336,28.897732,0.11708806,75.85615,5754.155,27.785751,0.01776123046875,106.0,72.0,178.0,35.77423070196484,0.07654809375719336,0.22403832,26593.859820372665
H2693_20130502T035925Z,RG00525,9.295117,49.979137,0.2735512,134.40398,18064.43,45.48802,0.05548095703125,75.0,127.0,202.0,78.47611819896808,0.06660017400623121,0.18424775,92030.71550406856
H5354_20150324T195925Z,RG00895,-8.536645,34.50058,0.02122039,136.55283,18646.674,36.064117,0.03076171875,26.0,117.0,143.0,7.193356280366361,0.04518619430908795,0.090921395,86111.03397319082
H1999_20120908T045925Z,RG00384,-14.449838,56.211975,0.01706475,134.4207,18068.924,40.67325,0.04400634765625,60.0,93.0,153.0,103.9574375082385,0.05670977530285572,0.16509476,138800.29326775752
H7798_20211027T075923Z,RG01389,-26.384233,42.086464,0.013343144,133.97684,17949.795,41.27704,0.046142578125,60.0,60.0,120.0,10.066470507026565,0.05908012211090532,0.14050357,64522.001636670124
H2636_20130411T205925Z,RG00514,21.299852,29.550407,0.028636508,116.18354,13498.614,30.04014,0.02862548828125,38.0,28.0,66.0,54.356517534853026,0.04120310378352874,0.08146177,79074.22067502407
H2220_20121119T195925Z,RG00432,8.226913,23.96202,0.061569538,95.93827,9204.151,34.8852,0.03173828125,63.0,33.0,96.0,33.664750922367304,0.07321336535622645,0.18166155,24682.05171011057
H667_20110621T005926Z,RG00150,16.853127,43.837532,0.006772491,135.5169,18364.83,38.57721,0.03924560546875,75.0,72.0,147.0,109.65056735134108,0.05180279460586697,0.13477011,112185.10847100869
H1461_20120315T045926Z,RG00294,14.697709,20.071857,0.037573837,81.67529,6670.853,28.651075,0.0224609375,27.0,53.0,80.0,49.967103365530626,0.07660157824207957,0.21903597,23510.607937870096
H3321_20131101T135925Z,RG00631,-15.339075,53.736828,0.051753137,159.51242,25444.21,46.481766,0.0546875,102.0,108.0,210.0,69.12389163420647,0.05340697907377102,0.121336415,114425.53284972702
H5692_20150622T015925Z,RG00942,12.279123,63.143337,0.025558464,215.62617,46494.65,49.43375,0.06298828125,94.0,51.0,145.0,97.47369006300929,0.034716095434962624,0.062925704,310405.5622888683
H7966_20220129T135923Z,RG01432,16.992371,44.943184,0.025718693,161.93604,26223.28,42.433014,0.05072021484375,59.0,50.0,109.0,61.305179109001166,0.044693582665923874,0.10646922,151505.62663060744
H2635_20130410T235925Z,RG00513,10.234586,35.74246,0.16636242,116.9671,13681.304,37.067783,0.035400390625,77.0,104.0,181.0,42.64041651595762,0.05979523181994441,0.14381981,59980.11758977814
H1907_20120810T165925Z,RG00366,-22.85046,29.380333,0.10047169,77.20516,5960.6367,28.181309,0.017333984375,98.0,68.0,166.0,41.21186975993561,0.0767859352356293,0.22997114,27989.706363788882
H3497_20131219T155925Z,RG00665,-15.448151,43.599846,0.019558461,152.5069,23258.354,44.4271,0.04803466796875,92.0,80.0,172.0,90.15274893519964,0.05301870536291666,0.12755805,116090.17334188115
H7891_20211227T035923Z,RG01416,19.65237,23.224064,0.008961235,100.088844,10017.776,32.29047,0.02667236328125,52.0,34.0,86.0,78.66079156330447,0.060630792291033346,0.15206233,47988.80962468747
H5144_20150209T025925Z,RG00871,-8.327197,32.953693,0.3908585,113.0312,12776.051,34.115,0.0272216796875,140.0,23.0,163.0,75.32504386942014,0.056079952210716176,0.1321903,56924.43690430126
H7115_20170905T025923Z,RG01197,-9.065108,49.437294,0.07129586,182.97758,33480.797,54.396175,0.05694580078125,38.0,70.0,108.0,24.63584925341096,0.0503616883126769,0.09999044,150921.64471435462
H5447_20150415T195925Z,RG00905,13.483047,28.631823,0.08476543,76.41668,5839.509,27.492054,0.01568603515625,77.0,73.0,150.0,66.69615768498421,0.07703902074487289,0.22817297,29577.999699837903
H1750_20120614T125926Z,RG00348,-15.06783,59.146877,0.11646134,199.43503,39774.33,50.262543,0.06439208984375,68.0,78.0,146.0,75.03720596614848,0.042224643023801495,0.09599765,239427.11745026152
H393_20110305T145926Z,RG00093,24.646641,61.680843,0.034703005,174.82602,30564.137,45.20758,0.0546875,77.0,89.0,166.0,34.69327790328138,0.043185027810691584,0.086836144,174175.71003418576
H4817_20141121T075925Z,RG00780,-14.988389,80.09076,0.26637402,222.276,49406.62,52.97935,0.07000732421875,140.0,166.0,306.0,104.49823567018366,0.03847519140510841,0.08135507,314093.76370610396
H1603_20120427T005926Z,RG00322,11.330529,21.293423,0.12676807,90.24689,8144.5,28.761515,0.0216064453125,50.0,42.0,92.0,66.12311187013472,0.06188734749979897,0.14658786,29456.41795784414
H7570_20210419T135923Z,RG01328,-24.617535,14.9207,0.005773038,74.14619,5497.6567,23.972027,0.01324462890625,17.0,39.0,56.0,60.500110767268055,0.05989625667667124,0.12890586,22244.335497589476
H377_20110214T215926Z,RG00090,-20.223577,38.28032,0.00082132895,158.65697,25172.031,43.492893,0.04290771484375,46.0,41.0,87.0,54.341686927507084,0.04644876041835519,0.08365659,107500.34956801734
H8155_20220424T075923Z,RG01476,16.619432,55.850037,0.6875781,142.56581,20325.01,43.433533,0.04840087890625,71.0,160.0,231.0,64.89633768177931,0.057487879539344436,0.17024234,130094.60820828738
H4874_20141203T195925Z,RG00822,-20.419188,50.837265,0.11720718,180.87299,32715.04,41.337196,0.04705810546875,49.0,61.0,110.0,78.438892245139,0.0351459690831248,0.069490656,222799.6721943252
H4197_20140609T105925Z,RG00760,-15.47755,81.110825,0.23203576,216.92554,47056.688,59.88756,0.094482421875,166.0,50.0,216.0,50.77590516132105,0.048956391414192404,0.11916542,258921.22751036374
H1999_20120904T075925Z,RG00384,-14.255498,57.581306,0.09554792,143.85086,20693.07,44.257538,0.0543212890625,58.0,77.0,135.0,89.85416305882624,0.05676710032196002,0.15541291,150925.4036139778
H4900_20141209T095925Z,RG00830,-13.726277,31.622742,0.15148091,96.45888,9304.314,33.75867,0.027099609375,81.0,53.0,134.0,101.73460534288115,0.07292002356798329,0.20237483,43157.61865817855
H5673_20150617T155925Z,RG00938,-20.529114,48.827534,0.04482789,150.56493,22669.797,42.70388,0.05224609375,85.0,82.0,167.0,108.75254028704389,0.052282200477626876,0.13841562,144909.73221117794
H3344_20131107T095925Z,RG00637,-17.991028,10.725583,0.25369233,73.59499,5416.2236,25.58881,0.0133056640625,24.0,15.0,39.0,30.679443840663133,0.06655402184516788,0.162538,15951.661896807247
H3291_20131023T075925Z,RG00624,6.62814,66.05315,0.070921354,202.40544,40967.965,59.09535,0.07470703125,117.0,76.0,193.0,84.86823323959194,0.052350582329185574,0.12052522,222300.59268362864
H3719_20140211T205925Z,RG00694,5.112692,15.54044,0.053367086,76.41711,5839.574,25.2897,0.01629638671875,22.0,40.0,62.0,58.75902563739882,0.0674361341994581,0.17903756,22966.123259153388
H7590_20210523T105923Z,RG01335,20.406384,25.685318,0.09204387,103.64695,10742.689,31.413412,0.02593994140625,64.0,65.0,129.0,82.16096968297265,0.05707852892862755,0.1452962,50446.54366647774
H5026_20150108T085925Z,RG00853,5.826367,22.759697,0.10576099,118.362724,14009.735,31.54444,0.02569580078125,26.0,31.0,57.0,56.81372820411849,0.046975863751078775,0.11454611,67992.28404367254
H495_20110414T195926Z,RG00115,13.275839,46.74343,0.024111424,143.36269,20552.86,46.021828,0.05535888671875,57.0,86.0,143.0,87.86075450208628,0.06240826930553874,0.16982092,118528.61332119135
H3048_20130812T095925Z,RG00581,-21.748838,25.087303,0.09525944,99.78194,9956.436,32.378025,0.02459716796875,39.0,73.0,112.0,19.548486823965955,0.06122838323654942,0.14129418,34029.93272107795
H3894_20140329T015925Z,RG00722,8.34071,25.28978,0.22597934,90.10868,8119.5747,30.702026,0.02655029296875,43.0,64.0,107.0,65.58699709984101,0.06964596065590073,0.1912853,34400.929415841674
H1750_20120614T085926Z,RG00348,-15.123386,58.14637,0.11969151,198.67052,39469.977,49.45386,0.0611572265625,64.0,77.0,141.0,75.07577580894544,0.041050028361704426,0.0877599,236757.15349656658
H5026_20150108T235925Z,RG00853,5.8985,28.670902,0.07204618,134.87462,18191.162,33.835865,0.0311279296875,27.0,34.0,61.0,58.302448372915684,0.04177366087392767,0.093119234,97886.15175423949
H1621_20120506T145926Z,RG00325,-20.802452,31.814932,0.020742318,111.6285,12460.922,31.952497,0.02593994140625,41.0,86.0,127.0,44.99705695594179,0.049617354704876326,0.11387282,66308.45109635423
H8195_20220502T135923Z,RG01481,-15.799815,6.928275,0.08909238,44.33051,1965.1941,17.258553,0.00714111328125,8.0,19.0,27.0,36.35333811502827,0.08910959755097486,0.26517183,4303.020027383513
H7770_20211008T135923Z,RG01385,17.150749,25.338848,0.05013609,116.28731,13522.738,29.864267,0.0223388671875,36.0,62.0,98.0,57.10006340764284,0.04455235141593888,0.096133135,65138.200852202564
