sample_id,region_group_id,latitude_deg,unsigned_flux_proxy,signed_flux_imbalance,rms_field,field_energy_proxy,gradient_rms,high_gradient_fraction,positive_components,negative_components,strong_component_count,strong_centroid_separation,spectral_centroid,spectral_high_fraction,spectral_potential_proxy
H3497_20131220T065925Z,RG00665,-15.482626,40.81035,0.048903946,142.87012,20411.87,42.343697,0.0450439453125,80.0,82.0,162.0,97.33038103300967,0.053866287019535324,0.12507106,99865.486272842
H3784_20140302T225925Z,RG00702,8.286686,24.137667,0.3684183,76.2027,5806.851,27.839518,0.01837158203125,39.0,79.0,118.0,77.63926552512561,0.08105449080957021,0.2494731,22797.25397713961
H3894_20140327T195925Z,RG00722,7.459018,26.978596,0.18015234,105.481606,11126.369,35.521935,0.0316162109375,38.0,77.0,115.0,61.083363801262145,0.06781844560061812,0.18236968,44183.807371975476
H1834_20120712T125925Z,RG00356,-17.065718,104.70038,0.083758354,245.26485,60154.844,62.660034,0.10699462890625,104.0,188.0,292.0,22.930568425469644,0.042078013069139,0.09436611,357404.7327846572
H1999_20120904T165925Z,RG00384,-14.259906,57.796535,0.082132466,142.96367,20438.611,44.542442,0.053955078125,59.0,94.0,153.0,93.72088368100255,0.05921685814720603,0.17044988,154923.77752913345
H4639_20141008T015925Z,RG00794,-18.382074,16.2066,0.43534327,51.043816,2605.4712,20.28735,0.0093994140625,26.0,81.0,107.0,100.90457926807228,0.09906136473506358,0.33038017,9643.739813071164
H1558_20120417T215926Z,RG00313,-28.827961,12.208021,0.23161317,55.33917,3062.4236,22.211468,0.00909423828125,40.0,35.0,75.0,58.648973608413726,0.08766143473999946,0.2713182,9087.121104371177
H2887_20130627T115925Z,RG00554,-16.256636,25.888008,0.053794056,84.81557,7193.68,29.40615,0.02191162109375,55.0,65.0,120.0,99.0437525501597,0.07306975797905195,0.2193581,37731.82767998068
H6206_20151225T115924Z,RG01025,-21.764051,40.92962,0.05872896,147.25111,21682.889,36.842613,0.038818359375,59.0,63.0,122.0,86.03382600677647,0.040525057627165316,0.076625265,120382.57429164571
H5983_20150927T085924Z,RG00988,-19.73489,45.057648,0.08927484,174.87747,30582.129,42.05778,0.047119140625,80.0,20.0,100.0,85.13895480104613,0.037251632107072864,0.0694957,199630.38462400733
H7871_20211220T015923Z,RG01406,-21.042648,35.693214,0.31439206,117.83493,13885.071,39.840855,0.0426025390625,95.0,63.0,158.0,29.793510797116802,0.0670260646282639,0.18355158,61900.71493423951
H892_20110927T145926Z,RG00201,13.316374,62.555958,0.08405174,199.73015,39892.133,50.57372,0.06195068359375,150.0,46.0,196.0,83.80701059642992,0.03795141090433583,0.076409645,276733.04363196803
H5144_20150209T035925Z,RG00871,-8.337302,33.75227,0.39327592,115.54521,13350.695,35.095726,0.0291748046875,144.0,26.0,170.0,75.95467231975793,0.055765348227051405,0.13257171,59691.49744383091
H4197_20140606T065925Z,RG00760,-12.433147,36.099148,0.29394332,111.97971,12539.456,37.08989,0.02923583984375,137.0,33.0,170.0,7.148740646365344,0.06572214207320468,0.16940702,49368.212858449326
H3563_20140107T165925Z,RG00673,-10.357907,114.87967,0.09821467,300.78824,90473.57,65.754486,0.1165771484375,91.0,137.0,228.0,106.66840576795025,0.032282111973974965,0.06477271,736162.9412502863
H7871_20211219T115923Z,RG01406,-20.926804,38.43031,0.29496413,125.11369,15653.436,41.749386,0.04644775390625,98.0,62.0,160.0,32.27714065761498,0.06549324667362114,0.17815833,74487.9870256416
H3056_20130817T095925Z,RG00583,-6.253335,26.385017,0.124553435,117.66693,13845.506,32.534824,0.02606201171875,13.0,53.0,66.0,49.799567465447396,0.04768969970104093,0.09425717,58412.37141654621
H3364_20131115T235925Z,RG00640,-14.402051,37.950268,0.087574676,132.98575,17685.21,39.795708,0.04083251953125,66.0,60.0,126.0,30.518215145024133,0.05512501808451164,0.12358089,66751.88680905121
H2546_20130314T165925Z,RG00492,10.431353,35.687004,0.09284615,123.862656,15341.957,32.539738,0.02728271484375,89.0,82.0,171.0,92.80685394316605,0.04644722200380899,0.104780614,78680.9261193891
H5541_20150512T195925Z,RG00917,12.351349,72.384,0.13099366,196.86932,38757.53,52.899128,0.0799560546875,87.0,66.0,153.0,116.1589002685458,0.04418931639196613,0.10137675,284117.33351489546
H3048_20130811T165925Z,RG00581,-21.930304,20.467289,0.1955747,81.39401,6624.986,27.709734,0.017822265625,36.0,57.0,93.0,11.690470442928989,0.0669057236552808,0.14707212,19120.771604089747
H1638_20120510T025926Z,RG00329,10.458895,72.50635,0.026536493,220.24997,48510.05,55.55074,0.07586669921875,79.0,82.0,161.0,69.21165025007768,0.040899245502046745,0.08569154,292348.78473899694
H1879_20120730T145925Z,RG00362,-19.099159,44.035282,0.057995286,135.67201,18406.896,34.90855,0.03533935546875,24.0,97.0,121.0,123.40608094950574,0.04355528401820483,0.110005386,131838.07243486395
H4874_20141130T065925Z,RG00822,-19.902443,49.450886,0.03464005,176.89487,31291.795,40.1204,0.04534912109375,62.0,94.0,156.0,72.93416202481613,0.035208837345892946,0.06846495,203746.83406020244
H2693_20130501T155925Z,RG00525,9.208713,55.0699,0.26393756,151.47473,22944.594,50.9754,0.06634521484375,74.0,132.0,206.0,73.6069324176334,0.06513791726090022,0.1780141,114473.6778642531
H1209_20111225T125926Z,RG00253,-21.997721,11.594505,0.016711615,68.865,4742.3877,26.441904,0.01611328125,27.0,37.0,64.0,17.581667148933416,0.08218004787383341,0.20822579,9333.281145589533
H902_20110929T035926Z,RG00204,12.391324,16.108625,0.3319256,84.238144,7096.065,23.83864,0.01373291015625,36.0,59.0,95.0,86.5790961335134,0.051920058719034407,0.11405763,28875.043912936835
H3497_20131219T235925Z,RG00665,-15.376143,41.07061,0.017357048,143.67455,20642.373,40.7887,0.04254150390625,81.0,67.0,148.0,95.83952524695646,0.05096316218946804,0.11523817,105734.54527033573
H3295_20131022T225925Z,RG00626,-12.363156,45.400555,0.05875119,157.48323,24800.969,38.296204,0.03973388671875,62.0,62.0,124.0,67.01303390198231,0.038631557939117725,0.0741573,146296.38902726816
H3344_20131107T165925Z,RG00637,-17.930565,11.69931,0.24320742,76.65127,5875.417,26.42169,0.0140380859375,29.0,14.0,43.0,30.91650358257076,0.06555395697838852,0.15566213,17618.976940723725
H902_20111002T205926Z,RG00204,11.778909,23.227955,0.33183295,111.43832,12418.498,28.294853,0.0224609375,34.0,43.0,77.0,62.23497602144511,0.04367302193672625,0.09081412,61243.14052726997
H1834_20120711T025925Z,RG00356,-17.43541,105.343544,0.06216521,250.10664,62553.332,65.13085,0.1112060546875,99.0,140.0,239.0,24.95336761865362,0.04234323248446547,0.09055631,366268.4313030792
H7891_20211227T155923Z,RG01416,19.747902,25.066921,0.014905455,101.5336,10309.071,33.65798,0.03204345703125,53.0,35.0,88.0,79.63677020129597,0.06367264693022683,0.16940716,50356.26833358432
H1449_20120308T185926Z,RG00292,17.891933,64.53917,0.05333753,197.40071,38967.04,50.94475,0.06671142578125,76.0,61.0,137.0,68.60440427772227,0.04270598580802802,0.08796636,202335.069728609
H4698_20141024T095925Z,RG00801,-13.145182,186.05084,0.03659828,363.69467,132273.81,79.45356,0.17877197265625,123.0,115.0,238.0,106.09470915484388,0.032201292924059585,0.071570344,1288941.1582809521
H401_20110306T205926Z,RG00095,9.07549,32.00139,0.0007615057,127.89139,16356.207,33.46684,0.03094482421875,38.0,51.0,89.0,74.15188945238806,0.04289615015506023,0.08521297,88906.128753157
H3311_20131028T145925Z,RG00629,-8.976251,26.71138,0.056626398,119.56402,14295.555,34.210503,0.0279541015625,31.0,35.0,66.0,50.16623249451,0.04915164291931678,0.101440385,62433.68795646738
H3784_20140302T155925Z,RG00702,7.858665,24.069866,0.38857207,72.452484,5249.3623,27.16131,0.01873779296875,38.0,99.0,137.0,83.06646193190943,0.08560094321846293,0.28192282,22051.159536319934
H1321_20120122T045926Z,RG00270,21.966524,75.727516,0.009556286,184.2955,33964.832,51.94947,0.07525634765625,117.0,104.0,221.0,69.60737009286973,0.049010668267279706,0.11998773,202455.32726205274
H7891_20211228T145923Z,RG01416,19.718748,25.59378,0.08934049,97.04304,9417.352,33.083633,0.02850341796875,55.0,46.0,101.0,80.29559653597578,0.06596837318715346,0.18340099,47152.60215156004
H1722_20120607T005926Z,RG00343,13.184846,50.153343,0.3654394,121.20723,14691.193,43.951813,0.05206298828125,78.0,139.0,217.0,58.44245782357269,0.08021812830800147,0.25597575,75002.48433966882
H7770_20211008T065923Z,RG01385,17.057215,24.952381,0.112820946,123.38485,15223.82,29.96974,0.020263671875,27.0,65.0,92.0,59.74552410518509,0.03975108070363197,0.07141274,74850.41768266998
H2748_20130519T225925Z,RG00536,11.400543,24.15503,0.09426531,94.23743,8880.692,33.350037,0.02874755859375,34.0,56.0,90.0,23.64810620031072,0.07237627595666611,0.19734484,32724.943217529606
H3804_20140303T215925Z,RG00705,-25.207722,31.460152,0.08595377,128.77724,16583.576,39.84004,0.036865234375,44.0,66.0,110.0,86.56451685491265,0.05281960381476186,0.114345804,92616.11666705208
H4874_20141204T135925Z,RG00822,-20.353413,47.17673,0.10384983,163.96857,26885.691,38.184586,0.040771484375,40.0,71.0,111.0,72.55146087923657,0.03671341762642677,0.07302166,179624.61012931846
H1806_20120630T125926Z,RG00353,15.848117,27.566261,0.27127308,100.47746,10095.721,30.51547,0.02410888671875,63.0,80.0,143.0,62.977545598573194,0.05634505698947269,0.1295132,44098.843902001805
H750_20110801T065926Z,RG00170,16.213446,44.27482,0.1446145,156.4634,24480.793,50.013412,0.0543212890625,111.0,34.0,145.0,30.93506356133432,0.06078855701158598,0.14951397,88683.64671219628
H1907_20120810T115925Z,RG00366,-22.794079,30.79495,0.0914412,80.006874,6401.1,29.04063,0.01934814453125,109.0,75.0,184.0,47.12831549784956,0.07551616287540523,0.22551529,30663.267137427003
H2920_20130707T015925Z,RG00558,-11.171371,66.43277,0.061448347,189.55347,35930.516,55.35088,0.08038330078125,59.0,98.0,157.0,51.40084905796388,0.04936742969823226,0.11948204,238038.29599290586
H3719_20140212T025925Z,RG00694,5.2361,14.199775,0.03569028,68.444176,4684.605,22.230637,0.01446533203125,22.0,35.0,57.0,58.34816091935575,0.06590664991818805,0.1767294,18831.62609746413
H1722_20120607T075926Z,RG00343,13.28084,50.83162,0.37501314,124.0918,15398.773,45.064342,0.0562744140625,72.0,165.0,237.0,60.41805508825773,0.08028032133588113,0.2523013,75371.10131027404
H7570_20210419T105923Z,RG01328,-24.588593,14.803215,0.008360554,73.50619,5403.1597,24.148903,0.01470947265625,16.0,45.0,61.0,59.8804070252866,0.06033519997273891,0.13470607,22044.471475755454
H1638_20120509T065926Z,RG00329,10.59584,70.71138,0.018486287,208.70729,43558.73,52.18839,0.0740966796875,63.0,76.0,139.0,74.49738803712836,0.0395201831817707,0.07805831,266814.620396557
H753_20110802T205926Z,RG00172,17.404955,39.768974,0.00874879,178.84988,31987.283,41.83845,0.0404052734375,51.0,32.0,83.0,52.44276549849544,0.03666697067214349,0.061757315,162650.26433915735
H1997_20120830T005925Z,RG00385,-12.368745,1.8443689,0.02901453,19.923325,396.93887,8.691387,0.001220703125,6.0,4.0,10.0,24.840672183741688,0.09420342296781015,0.27561516,603.7456617763611
H1638_20120513T075926Z,RG00329,10.223792,61.614147,0.098149344,178.12042,31726.883,48.314503,0.06414794921875,67.0,71.0,138.0,62.97243666987478,0.045931844508935685,0.10450861,190259.41237655035
H5127_20150204T015925Z,RG00870,7.327284,42.381474,0.03888689,117.1532,13724.872,41.851665,0.04608154296875,114.0,64.0,178.0,121.5412775682267,0.07683744225258356,0.23456308,68261.57518599367
H750_20110803T165926Z,RG00170,16.442211,39.27786,0.047583684,128.9655,16632.1,42.669,0.04296875,113.0,41.0,154.0,55.56506176303343,0.06181891016322203,0.1529068,68223.99554037693
H3740_20140216T005925Z,RG00697,-11.142371,41.62973,0.18890591,131.23703,17223.158,39.998543,0.04351806640625,93.0,59.0,152.0,76.13801408207958,0.056683212060485336,0.14956272,98002.90445380587
H5011_20150103T195925Z,RG00850,-6.276338,59.13293,0.047840152,192.75076,37152.86,49.756054,0.065185546875,82.0,63.0,145.0,106.30288757693323,0.043364617646681446,0.09908078,261587.88940067106
H1603_20120426T085926Z,RG00322,11.162245,22.650372,0.10521636,102.91961,10592.445,32.490795,0.0247802734375,58.0,30.0,88.0,65.75702458369739,0.06134685647696946,0.14230451,37184.17534699995
H5415_20150410T065925Z,RG00902,-16.335991,27.5437,0.037737627,93.2535,8696.216,33.21763,0.02606201171875,90.0,63.0,153.0,37.93031626252719,0.07263379635469792,0.18847671,28686.55580301089
H3341_20131106T155925Z,RG00636,-10.317705,72.346756,0.09758889,189.179,35788.695,50.456833,0.06744384765625,95.0,109.0,204.0,84.44100893860502,0.04322694674490794,0.100246355,264474.7205028365
H3784_20140303T145925Z,RG00702,9.455078,23.568241,0.3940985,72.642715,5276.9644,26.463789,0.0152587890625,33.0,68.0,101.0,76.98963006969035,0.07811537549723893,0.23887223,20962.2676127222
H3344_20131108T085925Z,RG00637,-18.093758,10.942352,0.19753422,68.15679,4645.3486,22.978497,0.0133056640625,27.0,13.0,40.0,35.61697703533498,0.06491229249473077,0.14258522,14092.905332678527
H3366_20131116T045925Z,RG00641,-18.472036,63.79135,0.06357666,154.03178,23725.791,52.55944,0.0775146484375,119.0,118.0,237.0,109.01834687145015,0.07021302834096042,0.20678751,134957.56439295245
H750_20110802T015926Z,RG00170,16.456211,41.65378,0.08979448,145.87772,21280.309,47.99231,0.0509033203125,107.0,41.0,148.0,38.185618822509426,0.06371017104408176,0.156106,74823.97576965448
H3856_20140319T125925Z,RG00717,-13.077346,17.814377,0.14693043,52.812767,2789.1885,21.334723,0.0081787109375,71.0,73.0,144.0,55.46977663172152,0.0942558311782352,0.30826998,8341.53082795703
H3258_20131014T015925Z,RG00616,-9.320946,35.049416,0.014634,139.2416,19388.223,32.714798,0.03131103515625,86.0,71.0,157.0,70.12205473478006,0.040431637861536675,0.08570189,98746.06685341096
H3341_20131107T195925Z,RG00636,-10.188354,73.43957,0.060865063,201.25076,40501.867,54.423847,0.0787353515625,97.0,90.0,187.0,92.06842673534089,0.04508094294829008,0.104271665,296836.48072883295
H7798_20211027T225923Z,RG01389,-26.518166,40.072464,0.039196316,128.99814,16640.521,40.653442,0.04119873046875,74.0,67.0,141.0,6.769726924130097,0.059857960135394586,0.14120764,60087.846376851696
H5354_20150325T005925Z,RG00895,-8.530847,33.983665,0.037860394,133.31703,17773.432,34.94588,0.03216552734375,36.0,91.0,127.0,11.614035690040192,0.044158307165204365,0.08704745,86766.03674791384
H5298_20150312T115925Z,RG00886,-17.063204,50.62059,0.13839054,168.21248,28295.436,52.26507,0.054931640625,70.0,100.0,170.0,41.85299935680415,0.05662522750057534,0.12754765,119984.34056060332
H3804_20140303T045925Z,RG00705,-25.124372,31.856928,0.11176351,135.10844,18254.293,39.308716,0.03717041015625,39.0,61.0,100.0,79.68934520888453,0.04761894018419882,0.0894417,100871.29508314199
H7716_20210827T065923Z,RG01368,-28.246311,27.76921,0.04475597,111.02407,12326.344,34.10524,0.03094482421875,47.0,51.0,98.0,62.802329583368426,0.056085162608706135,0.1316006,54794.44890141111
H1449_20120306T165926Z,RG00292,17.71052,55.1323,0.0997386,181.3616,32892.03,44.59034,0.04718017578125,59.0,36.0,95.0,52.084208177075695,0.03959249639647555,0.07293128,169644.86240951795
H1621_20120506T135926Z,RG00325,-20.772453,31.518429,0.022627195,111.13753,12351.551,32.025105,0.02691650390625,46.0,95.0,141.0,47.232385465302706,0.04941585306108127,0.11279983,65249.81691961246
H8_20100504T225926Z,RG00004,40.886112,7.31195,0.21299034,46.044174,2120.066,17.051025,0.007080078125,10.0,16.0,26.0,33.13698645293887,0.07215122219632222,0.15583485,5429.018137756339
H393_20110305T235926Z,RG00093,24.618118,58.24292,0.022821965,156.32245,24436.709,40.378315,0.04425048828125,80.0,87.0,167.0,37.501791802206704,0.04258745051220486,0.093097456,148122.0793700174
H1447_20120307T205926Z,RG00291,-17.065199,21.323006,0.019658754,106.922806,11432.486,28.802618,0.02215576171875,35.0,45.0,80.0,68.73993975164252,0.046825454598525613,0.1059978,60945.47319807293
H3048_20130812T005925Z,RG00581,-21.835491,23.114578,0.12299021,93.99206,8834.507,31.777828,0.0218505859375,37.0,60.0,97.0,15.491621718568618,0.06528492074380479,0.14816995,27122.982338602862
H8088_20220327T105923Z,RG01463,14.455646,37.544083,0.2610411,135.0049,18226.324,34.151867,0.03375244140625,69.0,82.0,151.0,46.11891765694868,0.04178330116312956,0.09479115,112505.60724239559
H4817_20141121T145925Z,RG00780,-15.109644,78.04379,0.2934453,215.27036,46341.33,51.376118,0.06634521484375,120.0,182.0,302.0,101.97197010240752,0.03823558186861291,0.078939356,294381.66027467634
H3688_20140204T005925Z,RG00691,10.209634,48.91581,0.049131457,143.23492,20516.244,44.516823,0.0517578125,89.0,104.0,193.0,105.84032005728004,0.060160019814465754,0.1617276,115658.24136014805
H4941_20141217T065925Z,RG00837,-10.021605,42.765003,0.14837474,162.46123,26393.652,39.977272,0.0494384765625,50.0,38.0,88.0,65.55578258281412,0.04074761455888707,0.0770207,138964.6596665293
H833_20110908T005926Z,RG00188,15.36986,33.53376,0.16780363,108.9617,11872.652,33.026646,0.0296630859375,63.0,69.0,132.0,81.39506536939143,0.057630729310967826,0.15377286,65220.1519306176
H5983_20150926T105924Z,RG00988,-19.769196,38.613983,0.06380141,153.98434,23711.18,39.63179,0.04217529296875,77.0,27.0,104.0,71.66155892502965,0.04208477762218522,0.087579705,136480.25149379807
H4698_20141025T225925Z,RG00801,-13.382857,178.81812,0.0462287,341.42923,116573.92,69.3986,0.13861083984375,117.0,142.0,259.0,99.7561985467199,0.028792294544309902,0.056265738,1111994.2228017002
H1447_20120307T125926Z,RG00291,-17.04331,22.181097,0.027003922,109.66463,12026.33,29.471266,0.02349853515625,43.0,43.0,86.0,65.86672255276781,0.04607244318576017,0.106873326,65306.28868574282
H2636_20130411T215925Z,RG00514,21.274683,28.925104,0.029653344,113.5,12882.25,28.986485,0.02734375,31.0,28.0,59.0,54.63442298800577,0.04071745669018922,0.0809762,75997.94497921695
H3321_20131102T095925Z,RG00631,-15.337837,51.095963,0.059820097,153.67413,23615.738,46.170517,0.05450439453125,108.0,105.0,213.0,74.29532658710374,0.05591886331627273,0.1269888,108485.6429905487
H7966_20220129T215923Z,RG01432,17.015133,46.874737,0.05993391,171.92891,29559.549,42.66358,0.05035400390625,53.0,50.0,103.0,66.16905907770065,0.041083426615483934,0.09022827,179812.09463410967
H2673_20130422T015925Z,RG00520,12.31151,36.22194,0.052465525,147.06387,21627.781,41.13257,0.04620361328125,41.0,49.0,90.0,77.7685709489029,0.04544605484312142,0.08955642,118645.24453867602
