criterion,point_estimate,bootstrap_median,ci_low,ci_high,pass_fraction,joint_pass_fraction
flux_median_ratio,1.514060073468855,1.5007022438157718,1.2637071812798295,1.7986992895173848,0.999,0.5075
active_area_median_ratio,1.1296472831267874,1.1280547331301856,0.9205833144640799,1.3683060168780627,1.0,0.5075
diversity_ratio,1.0871794620752695,1.0804201078627567,0.9933845694521578,1.1774212742685637,1.0,0.5075
saturation_fraction,0.00067138671875,0.000668525692234375,0.0005698204032527343,0.0007777333261992186,1.0,0.5075
generic_distance_ratio,7.680905810925166,7.976274001765944,6.001358418139485,11.337285197570113,0.5075,0.5075
