period,ace_rate_per_100_svpt,df_rate_per_100_svpt,serve_pts_won_pct,match_weighted_height_cm
1991-1995,5.766771254795704,3.9855281211799062,61.37562762068198,184.59754321041384
2020-2024,7.811858762518695,3.268374785478477,63.82155648523742,187.0679748351092
